org_name_fi,org_name_en,org_name_sv,org_code,unit_main_code,unit_sub_code,unit_name,org_isni,org_csc
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,,,http://isni.org/isni/0000000108389418,2
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,A800,"School services, ARTS",,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,A801,"Department of Film, Television and Scenography",,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,A802,Department of Media,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,A803,Department of Design,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,A805,Department of Art,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,A850,Aalto Future Media Center,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,A899,School Common ARTS,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,E700,"School Services, BIZ",,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,E701,Department of Accounting,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,E702,Department of Marketing,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,E703,Department of Economics,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,E704,Department of Information and Service Economy,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,E706,Department of Management Studies,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,E707,Department of Finance,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,E710,Center for Markets in Transition (CEMAT),,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,E720,Center for Knowledge and Innovation Research (CKIR),,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,E790,"School Common, BIZ",,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T100,"School services, CHEM",,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T101,Department of Biotechnology and Chemical Technology,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T102,Department of Chemistry,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T103,Department of Materials Science and Engineering,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T104,Department of Forest Products Technology,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T105,Department of Chemistry and Materials Science,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T106,Department of Chemical and Metallurgical Engineering,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T107,Department of Bioproducts and Biosystems,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T199,"Shool common, CHEM",,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T200,"School cervices, ENG",,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T201,Department of Architecture,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T210,Design Factory,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T211,"School common, ENG",,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T212,Department of Mechanical Engineering,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T213,Department of Built Environment,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T214,Department of Civil Engineering,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T300,School services SCI,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T302,Department of Mathematics and Systems Analysis,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T304,Department of Applied Physics,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T307,Department of Industrial Engineering and Management,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T310,EIT Digital Helsinki,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T313,Department of Computer Science,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T314,Department of Neuroscience and Biomedical Engineering,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T320,"School common, SCI",,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T400,School services ELEC,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T403,Deptartment of  Micro & Nanoscience,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T404,Department of Radio Science & Engineering,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T405,Department of Signal Processing & Acoustics,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T407,Department of  Communications & Networking,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T408,Metsähovi Radio Observatory,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T409,Aalto Nanofab,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T410,Department of Electrical Engineering & Automation,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T411,Department of Electronics & Nanoengineering,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,T499,"School common, ELEC",,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U100,University level,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U900,"Leadership and LS Support Serv, Joint Units",,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U901,Research and Innovation Serv,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U902,Learning Services,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U905,Finance Services,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U906,HR Services,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U908,Communications Services,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U909,IT Services,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U912,Campus Services,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U915,Secretarial Services,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U917,Fundraising,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U918,Endowment,,
Aalto yliopisto,Aalto University,Aalto universitetet,10076,,U920,Aalto Common Items,,
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,,,http://isni.org/isni/0000000110165683,3556
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,Liiktal,Liiketalouden koulutus,,
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,Kemtek,Kemiantekniikan koulutus,,
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,Tiettek,Tietotekniikan koulutus,,
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,Sahtek,Sähkö- ja automaatiotekniikan koulutus,,
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,Terva,Terveysalan koulutus,,
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,Sosia,Sosiaalialan koulutus,,
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,Musa,Musiikin koulutus,,
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,Huma,Humanistisen ja kasvatusalan koulutus,,
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,YAMK,Ylemmät AMK-tutkinnot,,
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,Korkpal,Korkeakoulupalvelut,,
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,TKIpal,TKI-palvelut,,
Centria-ammattikorkeakoulu,Centria University of Applied Sciences,,02536,,Tuotal,Tuotantotalouden koulutus,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,,,http://isni.org/isni/0000000088808274,367
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,11,11 Yleinen ryhmä,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,12,"12 Communication, Communities and Languages",,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,13,13 Opiskelijoiden ohjaus ja kasvu,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,14,14 Pedagogical and community development,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,21,21 Yleinen ryhmä,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,22,22 Aikuis- ja työikäisen väestön kanssa tehtävä työ,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,23,Alusta DIGI-USER,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,24,24 Hoitotyön ja terveyden edistäminen,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,26,"26 Lapsi-, nuoriso- ja perhetyö",,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,31,31 Yleinen ryhmä,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,32,32 Diakonia ja kristillinen kasvatus,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,34,34 Tulkkaus ja moninaisuustyö,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,41,41 Yleinen ryhmä,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,42,42 TKI-opinnot ja -toiminta,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,43,"43 Ylemmät tutkinnot, työkäytännöt ja johtamistoiminta",,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,51,51 Yleinen ryhmä,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,61,61 Rehtoraatti,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,62,"62 Viestintä, tiedotus ja markkinointi",,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,63,63 Henkilöstöpalvelut,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,64,64 Talouspalvelut,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,65,65 Tietohallintopalvelut,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,66,66 Kirjasto ja tietopalvelut,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,68,68 Tilapalvelut,,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,74,"74 Opintotoimistopalvelut, hakutoimisto",,
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,,02623,,75,75 Kansainvälisyyspalvelut,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,,,http://isni.org/isni/0000000406476405,570
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,AOKK,Ammatillinen opettajankoulutus,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,JOURA,Journalismin ko,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,ASSI,Johdon assistenttityön ja kielten ko.,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,FINA,Finanssi- ja talousasiantuntijan koulutusohjelma,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,GLOBBA,DP in International Business,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,HELI,Liiketalouden ko,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,LIIPO,Liiketalouden ko,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,MUBBA,DP for Multilingual Management Assistants,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,MYYNTI,Myyntityön ko,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,POBBA,DP in International Business,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,SAMPO,DP in International Sales and Marketing,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,VIMA,Myyntityön ja visuaalisen markkinoinnin ko,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,ABBA,DP in Aviation Business,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,HETI,Tietojenkäsittelyn ko,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,BITE,DP in Business Information Technology,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,LOT,Liikunnan ja vapaa-ajan ko,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,SPORT,DP in Sports and Leisure Management,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,HOTRA,Hotelli- ja ravintola-alan liikkeenjohdon ko.,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,RUOKA,Hotelli- ja ravintola-alan ko.,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,RUOKAT,Ruokatuotannon johtamisen ko,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,MATKA,Matkailun liikkeenjohdon ko.,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,HOSBA,"DP in Hotel, Restaurant and Tourism Management",,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,HOTEM,"DP in Hospitality, Tourism and Experience Management",,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,TOBBA,DP in Tourism,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,POMO,Matkailun ko,,
Haaga-Helia ammattikorkeakoulu,Haaga-Helia University of Applied Sciences,,10056,,HTP,Hallinto- ja tukipalvelut,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,,,http://isni.org/isni/0000000404102071,11
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H01,Yliopistopalvelut,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H10,Teologinen tiedekunta,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H20,Oikeustieteellinen tiedekunta,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H30,Lääketieteellinen tiedekunta,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H40,Humanistinen tiedekunta,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H50,Matemaattis- luonnontieteellinen tiedekunta,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H55,Farmasian tiedekunta,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H57,Bio- ja ympäristötieteellinen tiedekunta,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H60,Käyttäytymistieteellinen tiedekunta,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H70,Valtiotieteellinen tiedekunta,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H74,Svenska social- och kommunalhögskolan,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H80,Maatalous- metsätieteellinen tiedekunta,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H90,Eläinlääketieteellinen tiedekunta,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H903,Tila- ja kiinteistökeskus,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H906,Kielikeskus,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H907,Tietotekniikkakeskus,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H909,UniSport,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H916,Neurotieteen tutkimuskeskus,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H918,Tutkijakollegium,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H919,Biotekniikan instituutti,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H92,Helsingin yliopiston tutkijakoulut,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H930,Avoin yliopisto,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H945,Suomen molekyylilääketieteen instituutti,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H955,Helsingin yliopiston koe-eläinkeskus,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H960,Helsingin yliopiston koulutus- ja kehittämispalvelut,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H97,Helsinki Institute of Life Science,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H978,Luonnontieteellinen keskusmuseo,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H981,Kansalliskirjasto,,
Helsingin yliopisto,University of Helsinki,Helsingfors universitet,01901,,H985,Helsingin yliopiston kirjasto,,
Humanistinen ammattikorkeakoulu,HUMAK University of Applied Sciences,,02631,,,,http://isni.org/isni/000000040624783X,1875
Humanistinen ammattikorkeakoulu,HUMAK University of Applied Sciences,,02631,,10,Taiteet ja kulttuurialat,,
Humanistinen ammattikorkeakoulu,HUMAK University of Applied Sciences,,02631,,20,Terveys- ja hyvinvointialat,,
Humanistinen ammattikorkeakoulu,HUMAK University of Applied Sciences,,02631,,30,Humanistiset alat,,
Humanistinen ammattikorkeakoulu,HUMAK University of Applied Sciences,,02631,,50,Yhteiset,,
Hämeen ammattikorkeakoulu,Häme University of Applied Sciences,,02467,,,,http://isni.org/isni/0000000106852595,9
Hämeen ammattikorkeakoulu,Häme University of Applied Sciences,,02467,,1,Yhteiset palvelut,,
Hämeen ammattikorkeakoulu,Häme University of Applied Sciences,,02467,,11,Yrittäjyys ja liiketoimintaosaaminen,,
Hämeen ammattikorkeakoulu,Häme University of Applied Sciences,,02467,,4,Ammatillinen opettajakorkeakoulu,,
Hämeen ammattikorkeakoulu,Häme University of Applied Sciences,,02467,,6,Hyvinvointiosaaminen,,
Hämeen ammattikorkeakoulu,Häme University of Applied Sciences,,02467,,7,Teknologiaosaaminen,,
Hämeen ammattikorkeakoulu,Häme University of Applied Sciences,,02467,,8,Biotalous,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,,,,http://isni.org/isni/0000000121143658,SXTDpC1TdW9tZW4geWxpb3Bpc3Rv
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,202010,Kasvatustieteiden ja psykologian osasto / Yhteiset,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,100000,100000,"Yliopiston johto, yhteiset ja yliopistopalvelut",,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,200010,Filosofisen tiedekunnan hallinto / Yhteiset,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,201010,Humanistinen osasto / Yhteiset,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,201020,Humanistinen osasto / Suomen kieli ja kulttuuritieteet,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,201030,Humanistinen osasto / Vieraat kielet ja käännöstiede,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,202020,Kasvatustieteiden ja psykologian osasto / Erityispedagogiikka,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,202030,"Kasvatustieteiden ja psykologian osasto / Kasvatustiede, aikuiskasvatus ja ohjaus",,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,202040,Kasvatustieteiden ja psykologian osasto / Psykologia,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,203010,Soveltavan kasvatustieteen ja opettajankoulutuksen osasto / Yhteiset,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,203020,Soveltavan kasvatustieteen ja opettajankoulutuksen osasto / Joensuu,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,203030,Soveltavan kasvatustieteen ja opettajankoulutuksen osasto / Savonlinna,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,204010,Teologian osasto / Yhteiset,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,204020,Teologian osasto / Läntinen teologia,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,204030,Teologian osasto / Ortodoksinen teologia,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,205010,Harjoittelukoulut / Joensuu,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,200000,205020,Harjoittelukoulut / Savonlinna,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,300000,300010,Luonnontieteiden ja metsätieteiden tiedekunnan hallinto / Yhteiset,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,300000,303010,Fysiikan ja matematiikan laitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,300000,303510,Sovelletun fysiikan laitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,300000,304010,Kemian laitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,300000,305010,Metsätieteiden osasto,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,300000,306020,Tietojenkäsittelytieteen laitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,300000,307010,Ympäristö- ja biotieteiden laitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,300000,308010,SIB-labs -infrastruktuuriyksikkö,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,300000,309010,Mekrijärven tutkimusasema,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,400000,400010,Terveystieteiden tiedekunnan hallinto / Yhteiset,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,400000,401010,A.I. Virtanen -instituutti / Yhteiset,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,400000,401020,A.I. Virtanen -instituutti / Bioteknologia ja molekulaarinen lääketiede,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,400000,401030,A.I. Virtanen -instituutti / Neurobiologia,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,400000,402010,Farmasian laitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,400000,403010,Hoitotieteen laitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,400000,404010,Lääketieteen laitos / Yhteiset,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,400000,404020,Lääketieteen laitos / Biolääketiede,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,400000,404030,Lääketieteen laitos / Kansanterveystiede ja kliininen ravitsemustiede,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,400000,404040,Lääketieteen laitos / Kliininen lääketiede,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,400000,404050,Lääketieteen laitos / Hammaslääketiede,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,400000,405010,Koe-eläinkeskus,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,500000,500010,Yhteiskuntatieteiden ja kauppatieteiden tiedekunnan hallinto / Yhteiset,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,500000,501010,Historia- ja maantieteiden laitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,500000,502010,Kauppatieteiden laitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,500000,503010,Oikeustieteiden laitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,500000,504010,Sosiaali- ja terveysjohtamisen laitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,500000,505010,Yhteiskuntatieteiden laitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,500000,506010,Karjalan tutkimuslaitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,500000,507010,Matkailualan opetus- ja tutkimuslaitos,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,600000,600000,Itä-Suomen yliopiston apteekki,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,700000,700000,Koulutus- ja kehittämispalvelu Aducate,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,800000,800010,Kielikeskus,,
Itä-Suomen yliopisto,University of Eastern Finland,Östra Finlands universitet,10088,800000,800020,Kirjasto,,
Jyväskylän ammattikorkeakoulu,JAMK University of Applied Sciences,,02504,,,,http://isni.org/isni/0000000404148475,Snl2w6Rza3lsw6RuIGFtbWF0dGlrb3JrZWFrb3VsdQ==
Jyväskylän ammattikorkeakoulu,JAMK University of Applied Sciences,,02504,,1,Ammatillinen opettajakorkeakoulu,,
Jyväskylän ammattikorkeakoulu,JAMK University of Applied Sciences,,02504,,2,Hyvinvointiyksikkö,,
Jyväskylän ammattikorkeakoulu,JAMK University of Applied Sciences,,02504,,3,Liiketoimintayksikkö,,
Jyväskylän ammattikorkeakoulu,JAMK University of Applied Sciences,,02504,,4,Teknologiayksikkö,,
Jyväskylän ammattikorkeakoulu,JAMK University of Applied Sciences,,02504,,5,Hallintoyksikkö,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,,,,http://isni.org/isni/0000000121799569,Snl2w6Rza3lsw6RuIHlsaW9waXN0bw==
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,,20019100,Agora Center,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,,219110,Avoin yliopisto,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,,219200,Kirjasto,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,,219120,Kokkolan yliopistokeskus Chydenius,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,,20019140,Koulutuksen tutkimuslaitos,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,,219230,Tiedemuseo,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,,219220,Yliopiston kielikeskus,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,,219700,Johto ja yliopiston yhteiset,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,,219500,Yliopistopalvelut,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,,213000,Humanistinen tiedekunta,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,213000,213050,Historian ja etnologian laitos,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,213000,213040,Kielten laitos,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,213000,213010,Musiikin laitos,,
Jyväskylän yliopisto,University of Jyväskylä,Jyväskylä universitet,01906,213000,213060,Soveltavan kielentutkimuksen keskus,,
